X79a	X85a	X89a	X84a	X48a	X82a	X34a	X27a	X21a	X16a	X60a	X62a	X63a	X67c	X65c	X39c	X10c	X44c	X78c	X76c
ZNF467	1	4	0	0	0	0	3	0	2	0	0	0	2	0	4	2	1	0	0	0
ZNF468	198	9	43	14	26	18	7	124	75	31	57	60	55	34	109	97	37	14	69	44
ZNF469	2	1	0	0	2	3	0	1	2	1	5	1	1	1	0	4	3	1	2	1
ZNF470	117	16	92	39	34	61	28	60	127	73	222	245	157	82	122	60	41	56	120	71
ZNF471	168	61	131	68	59	153	266	99	125	189	133	209	98	102	113	139	62	111	75	66
ZNF473	17	44	33	1	3	44	24	100	17	11	99	6	64	27	37	38	14	6	14	4
ZNF474	0	0	0	2	0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	0
ZNF479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF48	28	8	14	7	3	3	7	13	42	36	42	6	3	14	14	26	12	13	27	24
ZNF480	507	114	137	86	66	339	192	163	486	198	273	267	266	218	213	209	78	157	302	283
ZNF483	1503	734	465	326	238	280	543	610	667	1247	1271	977	468	392	983	783	635	614	418	398
ZNF484	207	22	104	91	27	39	90	152	216	143	120	133	46	103	166	212	51	148	138	81
ZNF485	21	4	8	0	16	3	1	38	1	2	7	11	12	24	6	7	4	9	9	16
ZNF486	39	11	4	3	4	1	1	31	17	35	11	4	7	15	4	24	5	8	10	11
ZNF487	60	59	4	1	21	20	8	21	35	80	24	47	21	23	22	45	8	36	56	33
ZNF488	20	6	100	2	3	26	14	40	14	55	63	43	19	17	6	17	7	32	2	2
ZNF490	84	64	49	16	14	15	47	108	108	71	59	27	92	79	71	83	75	85	70	32
ZNF491	13	25	27	1	5	0	0	19	40	13	9	7	8	11	2	3	7	7	10	14
ZNF492	2	0	0	0	0	2	0	0	1	9	11	4	2	4	6	6	0	0	5	0
ZNF493	184	126	81	30	65	57	115	111	115	124	113	174	90	123	187	84	31	97	99	99
ZNF496	1	0	0	1	0	0	0	1	0	0	1	0	1	0	2	0	3	1	0	1
ZNF497	10	4	4	6	4	0	10	20	25	17	8	40	16	17	17	36	8	10	16	7
ZNF500	3	4	9	3	1	1	1	3	6	4	2	17	0	1	3	3	7	7	1	8
ZNF501	1	31	14	1	8	3	1	11	6	21	54	5	11	2	3	41	9	17	0	1
ZNF502	4	21	23	1	1	0	10	6	2	12	62	30	0	0	0	12	15	0	2	0
ZNF503	259	89	99	132	74	208	157	157	507	305	361	219	228	251	241	283	97	117	185	275
ZNF503-AS1	2	0	0	0	0	0	0	10	0	5	0	3	0	1	1	0	6	6	0	6
ZNF503-AS2	12	43	22	11	9	27	70	23	32	45	74	7	9	22	49	15	2	5	17	17
ZNF506	142	87	85	17	34	99	177	81	85	87	132	126	94	35	41	108	64	60	60	60
ZNF507	581	149	302	77	73	101	115	429	570	378	402	381	129	314	429	207	123	200	142	198
ZNF510	238	63	95	80	18	90	53	98	296	83	219	152	90	146	142	167	90	174	159	109
ZNF511	11	2	1	0	4	14	1	2	5	15	5	3	1	4	6	0	8	7	2	5
ZNF512	314	221	177	68	102	198	288	207	263	350	373	373	247	143	183	244	126	214	110	101
ZNF512B	30	41	15	20	22	16	68	39	30	30	61	45	27	28	13	42	38	32	24	24
ZNF513	3	1	13	0	0	2	5	5	4	3	3	9	1	0	2	7	1	3	2	4
ZNF514	201	62	89	48	98	153	129	296	166	241	232	178	94	187	88	181	72	90	159	121
ZNF516	204	150	74	55	74	153	385	152	141	174	360	90	122	115	82	207	218	76	137	207
ZNF517	2	8	0	0	1	4	28	13	0	0	2	108	1	7	2	8	14	11	4	11
ZNF518A	263	88	240	32	50	113	94	197	237	231	324	551	220	196	142	231	43	217	139	99
ZNF518B	404	305	137	193	81	211	153	272	401	177	384	369	104	178	427	375	163	167	199	340
ZNF519	17	46	16	8	13	13	15	35	31	21	47	30	13	56	8	66	23	25	22	9
ZNF521	193	102	72	70	52	220	110	91	294	214	328	146	176	188	215	266	142	161	171	235
ZNF524	0	0	8	4	0	1	1	1	6	3	1	4	2	0	0	1	9	2	0	0
ZNF525	78	31	45	26	22	8	10	69	41	51	95	168	46	21	21	40	44	40	54	24
ZNF526	1	1	9	2	1	4	0	4	2	0	1	0	3	1	7	3	24	4	3	5
ZNF527	68	23	6	8	6	8	15	15	41	39	143	77	6	26	31	60	26	37	33	5
ZNF528	86	32	42	11	5	19	41	32	48	104	102	65	26	75	69	101	40	76	85	64
ZNF528-AS1	18	27	1	2	5	11	19	33	4	11	39	32	21	5	3	4	2	19	15	6
ZNF529	288	147	96	67	52	84	104	251	229	322	462	263	90	146	172	277	53	222	134	149
ZNF529-AS1	5	10	29	0	2	3	13	2	3	0	19	1	2	6	2	4	2	3	1	2
ZNF530	5	18	0	0	2	4	9	17	3	2	9	24	21	7	4	6	0	18	2	3
ZNF532	181	533	568	97	161	211	444	635	288	624	627	844	350	248	144	433	292	344	134	250
ZNF534	3	1	0	0	0	0	0	0	0	7	14	1	0	0	0	0	0	0	0	0
ZNF536	30	33	19	1	11	12	30	73	19	110	65	123	22	30	46	17	9	39	9	9
ZNF540	209	61	15	36	16	68	49	65	130	155	113	161	46	82	116	126	46	53	79	54
ZNF541	2	14	5	9	2	0	2	5	4	13	31	9	4	6	25	36	5	4	2	20
ZNF542P	276	149	71	56	36	106	74	178	214	242	186	206	92	125	135	158	34	137	126	96
ZNF543	41	19	38	10	15	12	17	25	10	68	78	82	65	46	26	26	2	95	5	19
ZNF544	165	145	61	47	42	42	153	126	170	128	124	147	95	80	123	205	104	88	103	162
ZNF546	52	4	65	8	15	3	24	35	20	17	31	47	5	45	17	19	17	36	11	21
ZNF547	8	7	17	5	6	1	283	35	12	40	3	4	7	23	8	8	7	6	18	15
ZNF548	111	51	110	23	24	34	48	67	74	123	158	114	50	61	50	147	69	120	7	28
ZNF549	28	12	38	2	3	20	26	35	41	70	37	8	9	67	15	44	12	18	28	13
ZNF550	86	107	45	44	14	18	9	64	29	47	153	68	130	19	30	28	45	11	26	22
ZNF551	10	4	0	1	6	0	8	9	5	10	11	5	0	5	4	2	18	8	0	0
ZNF552	1	10	6	6	7	1	0	3	1	11	3	5	0	5	3	9	8	8	0	3
ZNF554	58	49	20	15	1	4	75	33	40	37	104	107	19	23	47	86	27	20	30	63
ZNF555	83	86	160	19	15	42	46	165	127	149	172	45	71	91	92	89	25	56	132	20
ZNF556	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
ZNF557	144	101	64	28	45	41	97	154	274	149	272	135	93	124	90	144	51	156	109	150
ZNF558	140	51	67	18	35	39	49	96	75	137	81	44	84	42	107	79	16	19	107	54
ZNF559	60	17	36	4	20	32	22	25	67	79	34	78	45	29	30	36	11	18	39	33
ZNF559-ZNF177	31	25	14	5	12	11	21	23	42	52	74	131	22	37	17	47	7	53	21	7
ZNF560	3	0	0	0	0	1	0	0	2	0	3	2	0	0	0	0	0	0	4	1
ZNF561	63	136	45	5	20	18	15	120	160	89	219	158	48	92	160	115	41	65	65	33
ZNF561-AS1	1	11	5	1	0	0	3	18	2	6	3	13	7	39	9	5	1	66	5	22
ZNF562	230	175	150	51	60	108	124	371	245	158	350	235	206	193	295	225	144	104	186	183
ZNF563	24	10	12	5	0	66	0	22	29	29	4	22	8	15	55	29	3	11	20	11
ZNF564	49	17	46	14	2	1	26	92	47	188	97	125	17	36	15	37	32	45	15	27
ZNF565	36	32	17	6	25	25	1	23	34	69	38	76	31	32	60	52	21	18	38	37
ZNF566	60	32	26	1	12	4	44	24	66	58	91	31	18	26	49	65	40	32	53	61
ZNF567	21	10	4	5	5	38	10	21	72	23	23	29	6	3	25	8	5	6	13	4
ZNF568	102	5	56	8	21	33	25	89	125	77	64	68	14	82	111	109	65	45	84	192
ZNF569	250	51	50	26	51	137	104	74	167	168	121	105	33	45	93	88	23	56	106	25
ZNF57	89	8	26	4	1	1	3	10	31	18	11	37	41	8	19	23	6	13	13	5
ZNF570	251	85	91	82	28	227	144	125	180	172	196	174	208	108	105	149	25	68	165	92
ZNF571	30	24	9	11	4	2	18	44	55	4	14	46	9	30	26	30	15	7	11	15
ZNF571-AS1	243	48	104	76	9	106	16	311	129	48	200	57	67	60	165	53	41	99	117	180
ZNF572	4	0	23	0	0	0	0	34	0	6	3	1	0	4	3	0	0	3	0	0
ZNF573	37	40	12	3	15	14	42	58	31	37	35	51	32	8	24	39	7	12	16	31
ZNF574	6	4	10	7	9	3	0	1	8	5	2	41	2	11	9	0	5	4	10	9
ZNF575	13	14	7	0	3	2	3	10	14	18	12	31	8	12	8	5	0	6	11	4
ZNF576	20	20	21	9	14	8	13	12	33	2	1	30	7	8	30	14	0	5	21	21
ZNF577	99	70	38	57	17	75	55	127	106	38	101	97	49	24	11	43	18	33	40	61
ZNF578	21	11	13	15	4	6	4	9	12	9	18	161	44	7	3	31	9	6	23	2
ZNF579	1	5	0	1	3	0	3	3	11	3	6	17	2	1	4	7	2	0	10	8
ZNF580	50	196	9	75	30	65	181	57	74	201	103	110	77	41	69	99	37	26	58	164
ZNF581	8	7	11	3	0	0	3	23	14	1	11	0	2	5	6	2	2	0	0	0
ZNF582	13	118	5	4	3	51	8	32	28	1	19	20	19	2	20	90	5	16	19	27
ZNF582-AS1	70	63	25	13	13	18	85	20	40	37	55	14	94	18	36	86	49	16	36	56
ZNF583	137	86	65	37	62	46	97	139	189	294	175	88	97	106	169	161	16	71	116	211
ZNF584	73	20	22	18	14	21	13	28	39	86	25	33	71	11	43	58	26	13	44	32
ZNF585A	412	240	88	99	45	267	225	205	294	122	502	325	128	230	179	180	79	216	101	99
ZNF585B	185	105	100	45	29	208	52	169	227	171	213	191	71	154	133	171	113	72	188	212
ZNF586	23	39	46	11	18	4	3	5	12	40	67	103	39	110	26	18	15	15	5	8
ZNF587	108	102	96	17	37	50	72	188	128	138	153	191	113	87	50	83	154	87	77	27
ZNF587B	3	6	20	1	4	3	18	79	3	59	29	45	1	5	12	10	7	53	4	19
ZNF589	34	151	97	40	37	201	48	42	52	156	96	180	45	39	51	85	33	36	42	53
ZNF592	44	56	56	23	46	82	87	85	46	78	91	90	55	64	45	34	63	32	30	111
ZNF593	9	2	3	0	1	5	1	1	15	1	16	8	7	2	9	6	4	0	6	4
ZNF594	9	32	28	15	14	58	27	47	34	88	53	5	6	28	13	15	28	36	33	19
ZNF595	77	30	35	44	21	85	27	58	102	124	80	190	88	56	175	132	36	30	53	21
ZNF596	5	42	10	6	10	0	1	31	24	45	65	27	21	21	14	23	13	17	22	52
ZNF597	138	5	49	17	31	20	18	62	111	140	101	128	69	28	82	46	38	124	39	35
ZNF598	11	7	3	2	0	0	13	19	5	6	8	7	1	3	6	4	6	5	6	12
ZNF599	9	0	1	0	0	0	4	6	12	0	2	0	3	0	3	2	0	2	4	0
ZNF600	1	0	5	3	16	9	6	14	9	2	13	5	0	30	4	6	1	3	17	2
ZNF605	188	132	91	61	74	49	99	151	202	233	173	191	153	247	195	177	84	112	86	159
ZNF606	105	34	77	20	11	62	127	139	92	51	196	106	69	96	60	110	85	57	41	46
ZNF607	45	125	19	8	11	14	33	30	45	50	45	105	36	22	42	21	13	48	28	39
ZNF608	166	152	236	19	76	96	87	207	102	187	199	162	137	62	159	135	106	95	47	50
ZNF609	734	472	759	209	292	614	418	873	483	1209	896	789	400	537	430	770	475	538	384	376
ZNF610	109	41	48	32	7	57	37	55	175	67	55	94	68	56	86	132	7	35	86	39
ZNF611	231	41	62	36	30	22	33	139	151	80	137	67	61	79	97	112	32	38	86	89
ZNF613	9	20	9	0	6	9	5	26	51	11	20	32	6	26	8	9	14	7	14	6
ZNF614	116	103	63	39	39	18	51	68	125	120	60	166	78	120	122	34	10	88	33	32
ZNF615	141	14	49	33	32	141	27	43	73	43	60	80	21	77	113	54	22	53	67	120
ZNF616	50	96	44	40	31	49	23	42	68	28	58	117	14	50	37	22	61	26	39	108
ZNF618	48	51	23	9	22	2	41	84	39	62	134	182	99	80	58	96	152	45	33	124
ZNF619	27	1	0	4	0	3	0	1	1	6	41	61	7	3	14	0	10	13	32	2
ZNF620	7	22	27	0	6	2	0	0	4	4	26	18	14	0	42	45	2	9	20	1
ZNF621	249	282	717	79	174	170	193	483	424	343	736	594	231	263	215	198	117	233	137	120
ZNF622	289	94	71	76	68	121	32	135	403	81	183	90	148	127	199	113	89	72	123	97
ZNF623	158	36	81	56	49	83	77	138	252	82	130	84	93	68	165	151	69	44	113	52
ZNF624	29	69	31	5	14	2	17	10	69	90	62	70	35	41	19	27	6	23	10	16
ZNF625	10	9	10	0	0	26	129	6	25	0	7	2	23	12	78	40	44	9	23	9
ZNF625-ZNF20	6	5	11	0	2	9	2	11	7	32	17	9	17	1	34	29	3	13	16	6
ZNF626	214	45	39	25	55	100	75	73	212	143	82	139	164	130	210	215	37	79	135	83
ZNF627	37	24	10	3	8	2	51	17	74	42	33	7	52	40	30	42	19	51	17	22
ZNF628	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF629	29	28	69	3	12	28	32	78	56	96	72	61	29	11	43	34	31	50	27	19
ZNF630	38	4	2	7	4	4	4	5	22	1	1	0	37	0	21	8	1	7	32	3
ZNF630-AS1	0	0	0	0	0	0	0	0	0	5	5	11	0	0	0	0	0	0	0	0
ZNF638	3326	1331	1138	583	585	1003	1330	2097	3136	2549	2589	1999	1926	1980	2603	2304	704	1358	1699	1680
ZNF639	164	41	58	27	87	53	52	105	117	107	156	81	33	137	107	154	41	67	68	51
ZNF641	91	115	193	37	13	151	40	156	266	300	71	56	63	207	126	114	106	110	113	98
ZNF644	658	317	338	111	133	160	119	517	692	563	668	636	235	370	629	638	147	528	577	292
ZNF645	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	12	0	0
ZNF646	5	8	4	0	0	2	0	6	11	7	15	11	12	17	5	1	12	5	1	6
ZNF648	0	8	1	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ZNF649	135	133	59	38	53	18	198	170	106	171	357	124	123	33	80	151	47	114	76	159
ZNF649-AS1	0	0	1	0	0	0	1	0	0	1	2	0	0	1	1	0	1	0	0	0
ZNF652	596	697	1037	164	149	418	503	1344	637	726	1343	1136	455	658	402	768	240	825	349	511
ZNF653	3	1	2	0	0	2	0	3	1	8	1	8	1	3	1	3	2	4	0	1
ZNF654	301	81	153	59	53	128	25	117	381	185	209	225	129	228	261	232	58	138	131	140
ZNF655	522	123	261	138	69	184	216	225	444	236	388	471	199	411	360	346	130	263	234	250
ZNF658	16	0	12	0	5	15	0	4	19	34	32	14	2	6	10	17	0	17	4	11
ZNF658B	1	0	0	0	0	0	0	0	5	0	1	4	0	5	0	0	1	0	3	1
ZNF660	25	10	18	4	22	21	10	20	28	40	57	8	24	47	19	33	5	46	25	10
ZNF662	13	46	30	15	1	6	13	19	24	41	28	30	6	3	7	34	20	8	20	7
ZNF663P	0	0	1	0	4	0	2	10	0	19	2	4	0	2	0	2	10	8	3	0
ZNF664	1211	604	529	296	211	591	695	839	1204	920	934	1020	580	776	904	854	247	616	643	726
ZNF664-FAM101A	32	45	5	25	9	22	12	14	57	15	20	23	14	72	39	43	10	20	44	100
ZNF665	12	1	2	0	0	9	7	6	5	10	51	94	8	10	32	19	5	3	7	0
ZNF667	240	150	25	31	23	52	52	47	181	139	138	179	61	77	161	146	73	32	61	42
ZNF667-AS1	569	228	212	143	76	306	72	295	714	204	652	375	236	506	444	558	139	96	293	199
ZNF668	3	1	1	0	1	3	3	10	3	2	2	9	0	3	7	2	4	1	2	5
ZNF669	45	5	9	1	6	26	22	3	26	17	56	18	10	10	23	14	20	14	16	9
ZNF670	83	19	19	13	19	40	4	13	73	57	23	66	69	38	64	72	26	9	56	16
ZNF670-ZNF695	2	1	0	0	0	0	0	0	2	2	0	0	2	3	1	4	2	0	6	4
ZNF671	18	1	23	2	1	3	9	12	14	24	11	18	23	11	14	10	9	24	18	22
ZNF672	38	62	12	2	6	16	21	33	44	37	30	64	24	5	15	10	12	15	12	24
ZNF674	122	59	7	19	14	26	32	47	76	110	80	66	85	38	68	71	17	52	86	96
ZNF674-AS1	0	10	8	0	5	20	2	5	1	11	2	9	6	2	5	8	6	3	2	2
ZNF675	209	53	33	14	24	39	32	73	179	114	118	311	52	107	143	99	28	88	88	93
ZNF676	36	11	24	6	8	8	2	25	30	37	42	9	11	52	43	33	3	27	31	31
ZNF677	8	9	9	1	1	1	3	38	4	8	17	48	1	14	8	35	0	10	14	2
ZNF678	155	75	74	17	58	42	100	85	144	156	106	123	57	84	96	70	37	125	108	25
ZNF679	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0
ZNF680	266	118	136	53	52	95	192	214	275	192	319	253	193	136	130	227	60	152	140	128
ZNF681	41	26	26	12	11	2	17	30	85	31	34	90	38	66	43	41	7	23	59	8
ZNF682	22	49	14	9	10	3	6	26	34	71	57	63	14	37	36	16	25	33	20	35
ZNF683	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ZNF684	25	43	18	4	4	2	107	46	43	16	16	9	25	18	12	19	5	9	17	24
ZNF687	18	38	7	6	1	36	10	23	15	20	29	6	23	13	14	15	41	20	19	11
ZNF688	8	11	1	0	2	5	2	5	2	8	15	9	1	1	7	4	7	2	2	13
ZNF689	13	8	3	11	1	5	3	26	11	7	6	8	15	24	5	19	21	0	25	4
ZNF69	21	17	11	15	2	29	11	27	44	8	31	40	8	20	22	47	5	10	41	50
ZNF691	5	3	28	4	23	4	18	45	38	29	108	75	0	22	30	53	14	17	39	8
ZNF692	36	17	4	3	11	3	17	26	39	52	18	23	11	13	10	23	26	13	3	23
ZNF695	2	6	0	0	0	1	0	0	2	6	2	0	2	3	7	4	2	0	11	11
ZNF696	17	47	18	3	7	29	34	135	26	41	51	79	23	53	38	27	16	32	33	69
ZNF697	494	171	43	8	38	104	64	193	219	248	207	187	110	128	198	91	154	65	157	95
ZNF699	61	25	40	5	0	12	5	40	57	24	50	16	24	26	49	84	16	22	23	41
ZNF7	108	24	55	24	20	6	49	72	74	94	119	94	27	63	44	57	65	42	54	115
ZNF70	3	35	23	1	9	7	3	105	3	28	15	29	1	3	3	2	25	1	1	35
ZNF700	50	43	68	11	10	30	12	65	34	83	25	45	49	17	22	33	8	24	46	1
ZNF701	8	23	39	4	4	3	93	29	40	31	19	12	25	67	19	11	8	11	35	5
ZNF702P	26	7	2	2	10	1	11	12	12	5	18	14	12	20	26	20	18	15	14	17
ZNF703	180	19	47	10	39	11	22	52	41	255	96	69	40	19	75	102	48	107	22	36
ZNF704	95	221	143	61	67	72	162	153	59	179	293	157	148	183	82	251	156	174	78	28
ZNF705A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF705B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF705D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF705E	0	0	0	1	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0
ZNF705G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF706	171	91	66	29	40	96	49	69	124	55	227	214	147	75	120	122	27	78	66	92
ZNF707	3	0	1	0	2	4	1	9	3	0	10	1	1	5	4	0	0	0	1	0
ZNF708	292	200	195	48	43	192	152	293	263	216	277	468	99	177	205	225	49	150	135	146
ZNF709	32	4	51	3	1	1	7	1	44	30	24	25	17	5	35	47	7	31	17	35
ZNF71	9	4	7	24	5	45	19	29	12	16	72	11	73	30	24	76	24	19	45	3
ZNF710	3	76	10	1	21	161	32	12	5	8	75	55	5	26	11	7	9	33	3	6
ZNF711	1625	247	227	115	69	265	200	367	1022	514	613	466	360	562	978	711	237	402	886	523
ZNF713	19	43	19	5	13	59	9	189	83	112	53	89	44	48	58	137	64	53	34	70
ZNF714	328	72	60	45	35	44	14	100	177	65	188	398	37	132	129	157	29	110	160	129
ZNF716	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	8	1
ZNF717	47	12	9	4	13	49	25	28	48	32	59	82	94	22	16	17	16	18	25	49
ZNF718	48	23	16	13	4	14	15	17	29	43	36	41	7	34	64	27	6	18	26	10
ZNF720	280	89	34	31	16	46	53	107	234	160	183	64	112	118	207	141	41	45	169	76
ZNF721	514	277	213	74	58	140	195	578	406	433	400	290	299	314	277	356	130	272	370	357
ZNF724P	12	2	0	11	0	4	0	12	4	3	0	1	3	2	7	6	0	0	5	0
ZNF726	1	0	0	0	1	0	0	2	3	3	4	5	1	0	7	3	0	2	1	0
ZNF727	79	47	3	8	2	21	25	17	53	65	77	34	30	65	36	29	17	11	50	56
ZNF728	132	14	15	21	7	110	93	53	148	27	139	28	70	99	120	110	24	16	113	128
ZNF729	32	8	5	2	0	3	0	9	12	16	8	0	22	16	14	24	0	23	32	22
ZNF730	54	1	4	2	0	1	1	15	52	15	32	9	10	24	47	24	4	7	21	12
ZNF732	1	3	2	0	4	13	1	6	12	8	4	2	1	1	1	10	0	2	15	7
ZNF733P	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ZNF735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF736	73	49	75	9	14	34	48	144	52	136	107	143	51	97	25	109	26	78	96	36
ZNF737	77	8	38	14	13	80	22	82	65	136	143	139	35	57	65	82	37	60	82	66
ZNF738	484	138	66	46	34	80	56	164	428	401	367	332	133	266	503	392	43	187	241	158
ZNF74	2	7	7	1	0	0	1	3	0	14	2	5	4	2	1	1	4	2	0	0
ZNF740	37	13	28	27	5	58	17	28	29	36	40	8	9	17	28	77	45	29	45	37
ZNF746	23	66	14	3	30	9	70	25	28	98	84	51	32	49	18	18	16	13	23	6
ZNF747	35	13	27	5	12	39	21	25	33	49	28	12	14	24	15	59	31	13	28	22
ZNF749	26	11	4	13	5	3	52	30	15	141	16	9	28	27	58	36	9	25	20	20
ZNF750	0	0	0	0	0	0	2	0	0	0	0	3	0	1	0	0	1	0	0	0
ZNF75A	114	19	27	33	9	9	17	34	70	97	88	55	25	68	59	94	14	72	36	48
ZNF75D	54	30	36	11	13	40	8	13	78	55	36	124	50	29	63	42	7	61	23	5
ZNF76	23	29	13	2	9	12	11	21	14	17	7	9	8	7	5	17	45	12	3	19
ZNF761	133	101	77	31	40	118	283	183	140	159	214	134	78	225	128	32	83	72	85	255
ZNF763	25	6	31	25	0	3	14	27	80	27	16	1	34	32	21	10	2	11	85	51
ZNF764	10	13	22	3	0	0	2	13	22	15	4	6	7	2	26	4	10	2	5	0
ZNF765	45	48	18	0	1	12	50	33	8	10	63	26	34	8	6	43	16	8	10	0
ZNF766	102	73	55	3	18	23	31	26	94	34	56	65	51	54	80	52	33	41	26	31
ZNF767P	22	55	96	0	8	6	32	85	19	116	71	130	15	36	22	49	47	27	15	5
ZNF768	31	6	7	19	7	31	24	31	12	28	26	28	6	2	7	9	13	14	21	16
ZNF77	6	0	3	3	0	0	0	3	8	1	31	11	3	5	0	12	3	2	1	5
ZNF770	1225	432	251	272	113	449	369	567	1089	515	842	877	557	520	755	729	193	347	569	527
ZNF771	6	2	2	1	1	6	0	1	9	1	0	3	6	1	7	3	5	2	2	10
ZNF772	68	18	54	11	12	11	39	53	98	80	120	127	50	24	56	115	50	46	41	8
ZNF773	17	2	6	1	1	2	0	22	6	6	3	4	4	9	14	8	2	18	4	9
ZNF774	28	2	21	1	1	14	1	22	20	4	42	20	8	21	16	7	0	35	6	1
ZNF775	2	6	7	2	2	9	3	9	14	6	13	8	4	1	1	3	1	2	0	1
ZNF776	69	68	56	31	16	26	21	54	146	33	74	71	28	38	88	122	32	44	70	55
ZNF777	3	1	4	2	1	7	30	1	2	4	13	2	3	15	18	3	4	9	6	12
ZNF778	38	42	29	2	3	17	0	18	33	55	18	4	84	17	10	29	23	3	21	10
ZNF780A	156	127	105	18	91	197	63	145	177	202	258	90	174	99	136	332	60	107	146	226
ZNF780B	337	236	82	109	47	119	113	228	333	579	229	158	204	207	167	207	109	228	190	335
ZNF781	11	8	0	2	1	0	3	21	23	9	35	12	10	6	9	1	5	18	10	12
ZNF782	16	12	85	16	8	17	146	47	60	118	109	57	18	16	32	65	48	40	95	71
ZNF783	0	15	5	0	7	0	9	15	0	2	24	10	3	6	8	1	9	2	5	1
ZNF784	7	9	3	1	1	4	13	3	7	18	0	10	12	0	3	9	2	9	4	3
ZNF785	1	15	14	10	0	3	10	18	5	1	7	10	2	0	0	2	7	8	9	0
ZNF786	12	8	34	4	0	26	12	13	29	39	12	7	5	14	4	8	1	7	14	4
ZNF787	2	7	8	3	2	1	2	3	9	3	6	32	3	0	2	7	7	4	5	2
ZNF788	10	2	16	0	0	18	30	5	7	0	14	32	9	4	3	7	1	0	8	1
ZNF789	11	9	28	5	0	23	13	26	13	0	30	14	2	1	6	14	3	22	4	0
ZNF79	4	21	21	0	1	0	18	2	15	1	9	2	0	1	9	5	3	2	0	25
ZNF790	35	26	97	17	9	6	23	107	26	157	44	50	30	52	20	59	22	4	30	26
ZNF790-AS1	18	4	9	4	1	0	4	7	15	22	3	30	1	14	18	21	22	4	23	13
ZNF791	79	26	86	22	17	41	54	106	77	120	75	108	26	122	100	55	25	53	72	17
ZNF792	16	1	12	9	3	1	1	6	25	36	16	6	10	19	11	46	13	8	5	5
ZNF793	249	44	14	15	30	48	18	105	177	89	65	241	131	177	159	160	77	87	126	123
ZNF793-AS1	8	5	1	2	2	2	6	24	13	16	7	19	4	1	12	8	4	15	11	12
ZNF799	14	22	21	4	1	0	1	2	17	9	14	6	2	29	8	11	22	12	15	14
ZNF8	32	14	29	1	0	1	21	7	7	24	5	6	4	2	6	27	3	1	1	6
ZNF80	0	4	0	0	0	0	0	1	0	0	4	1	0	0	0	1	0	0	0	0
ZNF800	215	114	80	43	48	43	110	142	136	97	152	86	131	114	162	149	23	93	103	62
ZNF804A	602	275	82	143	87	254	251	260	699	194	284	234	248	398	533	450	166	212	265	491
ZNF804B	17	4	7	2	1	0	1	5	18	8	2	4	0	1	7	26	1	1	5	2
ZNF805	464	60	375	154	109	157	425	315	306	424	523	423	275	368	316	323	230	268	188	172
ZNF806	20	4	8	2	2	1	3	3	32	0	3	9	1	7	4	8	0	0	6	3
ZNF808	136	120	44	49	22	23	64	54	158	120	91	58	77	138	165	159	86	139	113	155
ZNF81	176	38	84	61	69	33	100	107	141	82	186	313	117	70	86	160	89	74	74	97
ZNF813	11	39	14	8	1	4	25	7	18	5	63	2	25	4	12	14	19	6	33	13
ZNF814	44	8	21	10	10	43	16	49	22	32	57	36	28	16	35	44	35	41	12	23
ZNF815P	92	40	18	14	26	12	103	36	183	27	59	68	63	62	133	68	14	40	149	96
ZNF816	26	19	11	9	9	1	32	65	34	28	9	5	3	63	57	70	17	15	45	12
ZNF816-ZNF321P	2	3	2	4	0	0	1	0	1	2	7	0	0	1	2	4	4	2	4	1
ZNF818P	14	13	23	12	1	1	11	13	15	1	95	30	55	50	10	14	1	50	8	15
ZNF821	18	4	11	5	1	19	4	3	27	2	12	15	0	10	18	7	20	7	11	6
ZNF823	202	32	30	47	36	59	11	70	236	32	52	60	194	122	104	75	36	85	193	111
ZNF826P	8	0	0	0	0	0	12	0	6	0	0	0	1	0	0	1	0	2	6	0
ZNF827	229	146	70	29	45	47	36	126	270	193	107	142	91	142	188	266	127	105	81	115
ZNF829	82	66	28	12	13	53	43	45	155	73	96	114	50	50	81	86	16	26	137	63
ZNF83	115	88	34	33	33	51	70	101	150	181	399	136	81	131	71	129	21	97	69	89
ZNF830	263	77	98	28	36	266	48	133	299	191	131	359	146	111	186	167	51	74	137	105
