Genename	Control_1	Control_2	Control_3	T24_10	T24_5	T48_10	T48_5	T72_10	T72_5
TNFSF9	49.4322	49.5051	50.8482	57.4613	52.7867	59.8758	71.9769	64.6017	62.1164
TNIK	1.0814	0.7418	1.0725	0.6594	0.6136	0.3870	1.1690	1.0233	0.5064
TNIP1	119.7393	106.7210	109.3093	125.4265	127.9263	102.7771	113.5652	127.5087	113.4699
TNIP2	110.5584	115.8055	119.7804	150.3897	142.7844	142.0566	139.4290	141.7641	153.9646
TNIP3	0.0951	0.0346	0.0572	0.0400	0.1116	0.0593	0.0606	0.1669	0.0742
TNK1	0.8169	0.6138	0.4298	0.4829	0.5190	0.4045	0.3444	0.3866	0.5066
TNK2	30.8459	54.9213	38.6239	40.4149	40.6583	39.8991	35.0212	56.4966	48.2864
TNKS	10.7331	8.0565	13.2058	12.2801	14.1516	6.9492	9.1012	10.4823	9.5152
TNKS1BP1	24.2461	22.0695	22.7255	29.7691	31.6059	25.6295	33.1927	37.5107	29.1288
TNKS2	13.7165	9.6904	15.1956	13.1892	13.7138	7.3808	10.9502	12.4128	10.6719
TNKS2-AS1	1.1924	0.9305	0.9093	1.1456	0.5869	1.2582	1.0948	0.8960	0.9153
TNMD	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TNN	0.0000	0.0000	0.0118	0.0057	0.0052	0.0000	0.0081	0.0066	0.0000
TNNC1	1.0791	0.4484	0.4569	0.3289	0.7483	0.3306	0.3931	0.5776	0.4405
TNNC2	0.6954	0.3853	0.5300	0.1696	0.2572	0.3030	0.4053	0.1324	0.0909
TNNI1	0.0710	0.0192	0.0000	0.0198	0.0388	0.0159	0.0200	0.0350	0.0228
TNNI2	0.0000	0.0741	0.0000	0.0000	0.0000	0.0000	0.0390	0.0000	0.0437
TNNI3	0.6265	0.9256	0.5748	0.5092	0.6566	1.1091	0.6999	0.3478	0.8526
TNNI3K	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TNNT1	182.5288	182.2509	158.0278	146.9325	140.1466	169.7106	155.1151	151.4711	149.6737
TNNT2	0.0000	0.0393	0.0000	0.0000	0.0000	0.0000	0.0000	0.1478	0.0000
TNNT3	0.0000	0.0379	0.0290	0.0000	0.0000	0.0186	0.0000	0.0000	0.0670
TNP1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TNP2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TNPO1	40.5201	28.3527	45.2738	51.9779	55.2719	31.0966	44.9911	47.2297	44.0276
TNPO2	18.5680	14.3930	16.5513	14.5206	17.5194	11.6371	13.9054	15.0558	13.4254
TNPO3	34.4390	27.8505	35.3536	32.1624	35.8938	24.9826	31.9286	35.3123	29.0930
TNR	0.0134	0.0000	0.0000	0.0273	0.0745	0.0439	0.1840	0.0703	0.0921
TNRC18	45.6456	47.5452	49.8922	47.3216	49.5853	39.0056	46.9949	79.8390	50.6626
TNRC18P1	0.0000	0.0000	0.0336	0.0000	0.0587	0.0324	0.0231	0.0377	0.0000
TNRC6A	6.4893	3.8122	4.8122	5.2215	5.9402	4.0141	5.2055	5.7295	4.7343
TNRC6B	1.4768	1.3409	1.7111	1.5193	1.6636	1.1251	1.5335	1.5378	1.2799
TNRC6C	2.7925	1.7275	2.2806	2.2474	2.4090	1.6924	1.8797	2.2165	1.9009
TNRC6C-AS1	2.0776	1.2460	1.7031	1.3054	1.4274	0.8639	0.7889	0.8100	0.9218
TNS1	1.3373	1.4319	1.6542	1.5284	1.9387	1.0466	2.4540	2.2593	1.5484
TNS2	8.0580	9.7294	9.8732	7.9351	9.6071	5.4280	8.1612	8.0035	7.3732
TNS3	19.6080	18.7084	23.1409	51.5428	56.4748	29.3352	31.6528	33.8976	36.7578
TNS4	0.1217	0.0672	0.0892	0.0293	0.0377	0.0463	0.0455	0.0830	0.0702
TNXA	0.0000	0.0108	0.0000	0.0000	0.0000	0.0212	0.0000	0.0062	0.0000
TNXB	0.0229	0.0036	0.0242	0.0126	0.0134	0.0071	0.0067	0.0062	0.0105
TOB1	8.2974	6.6883	7.4335	7.0137	6.6553	6.6234	8.4521	9.3333	7.8957
TOB1-AS1	0.9372	0.9163	1.2139	0.6662	0.5913	0.8408	0.7873	0.8474	0.7382
TOB2	14.2489	14.8617	16.7610	15.5501	17.0939	11.0184	14.7533	15.8907	13.2090
TOB2P1	2.1141	1.4986	1.5819	0.9716	0.9452	1.2698	1.3474	1.6813	1.2550
TOE1	9.1571	8.4571	8.1967	9.2373	8.5909	7.3171	10.9149	10.0187	8.9345
TOLLIP	28.8144	42.3007	37.7975	48.7404	48.5636	51.6153	34.8342	40.1490	48.5882
TOLLIP-AS1	1.3391	1.8548	1.7011	1.2245	0.8977	1.1852	2.1951	1.5929	1.3941
TOM1	21.4137	28.2325	26.7622	34.1101	33.2608	36.5131	28.0567	29.0151	35.0450
TOM1L1	16.7432	14.0559	16.8018	15.4978	17.1317	11.6686	14.0061	13.1456	14.6408
TOM1L2	9.3522	9.2043	10.2129	9.3644	9.4943	7.2585	7.9675	8.8870	7.8955
TOMM20	172.1440	141.0340	169.7380	156.2260	151.5430	126.9090	153.1110	143.8960	148.9400
TOMM20L	0.3262	0.0000	0.4835	0.3977	0.5430	0.2665	0.1901	0.2328	0.2668
TOMM22	114.9860	97.7011	108.3260	111.1460	108.9720	98.8799	116.1940	114.3740	99.6423
TOMM34	63.8125	50.7735	56.0675	44.0174	47.5797	31.4508	44.5967	41.8816	38.2517
TOMM40	123.0739	153.8377	137.6944	127.4913	129.8060	118.7690	144.6960	146.0307	127.3570
TOMM40L	10.1396	10.4405	9.0624	13.8985	14.2112	13.1574	17.3151	16.4336	15.4374
TOMM5	354.5061	313.9639	330.2241	286.8645	287.2515	301.3983	367.6901	334.6950	298.3393
TOMM6	217.5910	212.1320	199.7900	176.3160	186.7770	181.8140	224.3900	178.8250	180.7450
TOMM7	221.3300	164.8310	160.3810	153.7400	150.4350	228.1450	191.5860	216.1380	165.6490
TOMM70	58.0607	43.9263	59.1209	55.9276	56.9711	37.2634	52.4567	49.4569	49.9894
TONSL	6.9850	7.6667	7.6986	6.4774	6.5587	6.8704	10.7241	10.3188	8.6528
TONSL-AS1	0.0000	0.2128	0.2102	0.0307	0.2200	0.1693	0.0895	0.1419	0.1247
TOP1	217.7560	160.1230	193.3810	141.3460	133.8340	141.5140	166.0870	170.9680	160.5740
TOP1MT	114.6260	86.8293	94.9356	97.1349	96.0077	78.6974	81.0422	85.7517	85.8924
TOP1P1	0.0981	0.0540	0.1249	0.1337	0.0727	0.0616	0.0478	0.0623	0.0741
TOP1P2	0.1037	0.0286	0.0220	0.0000	0.1341	0.0281	0.0000	0.0985	0.0000
TOP2A	49.0530	30.9691	42.0791	26.9791	34.1523	24.3345	66.7606	54.8198	34.4909
TOP2B	41.0514	25.4373	40.4996	35.1089	36.7057	22.2530	38.7697	38.5520	30.0720
TOP3A	19.5230	14.1747	18.8299	15.3477	16.8918	11.8882	18.7046	19.2919	15.7172
TOP3B	15.1674	18.2132	16.9718	16.3093	17.2639	15.7138	14.6533	15.3448	17.5356
TOPAZ1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0071	0.0000	0.0000	0.0000
TOPBP1	18.7815	11.5531	16.1099	13.6299	14.7845	7.7893	15.9308	14.3347	11.1753
TOPORS	10.0405	7.5143	9.2432	9.4405	9.1593	7.0486	10.2748	9.1826	8.3615
TOPORS-AS1	6.8276	6.5061	6.8627	4.3972	4.9130	5.7463	9.5352	8.5457	6.2255
TOR1A	40.3210	38.0764	39.4913	43.5018	43.8302	33.2583	45.6405	43.7075	41.1499
TOR1AIP1	12.0874	11.4063	13.4656	10.5451	11.5917	7.9561	14.0204	11.8347	10.6027
TOR1AIP2	25.8385	18.7043	21.7173	18.1494	19.0406	14.4347	18.6033	18.5380	16.6468
TOR1B	33.9641	25.2261	30.5394	32.7208	31.0463	24.6394	28.5453	29.3970	28.3963
TOR2A	10.8083	14.2471	12.7888	12.8029	12.0009	11.5183	12.7215	12.8982	12.1514
TOR3A	43.0184	38.7446	44.6393	49.7843	49.2420	42.5419	62.5116	60.2136	48.9257
TOR4A	67.1351	125.4820	108.7470	110.4160	113.1890	103.0130	101.4380	139.8550	119.0990
TOX	0.2898	0.3495	0.3249	0.3534	0.3153	0.1950	0.1739	0.1298	0.2116
TOX2	103.2934	119.3281	106.4828	71.2299	82.7382	63.0538	70.5168	85.8914	69.6152
TOX3	0.0000	0.0127	0.0291	0.0000	0.0170	0.0125	0.0000	0.0000	0.0000
TOX4	34.0895	26.2465	29.9195	28.2298	31.4518	21.1914	28.2528	28.7859	26.5686
TP53	63.9134	63.8293	61.9143	60.8412	68.9641	49.1557	56.9519	60.5296	57.7215
TP53AIP1	0.8531	0.0943	0.0720	0.0000	0.0000	0.1388	0.4169	0.2429	0.2846
TP53BP1	7.3533	4.7163	6.9917	6.4612	6.7458	4.5270	7.7699	7.6923	5.9023
TP53BP2	11.9853	8.0699	10.6998	9.2879	10.1433	5.9501	9.4188	9.1966	7.7751
TP53I11	0.4123	0.5430	0.3317	0.3184	0.3692	0.2729	0.2656	0.3023	0.2766
TP53I13	32.7169	52.4542	46.2019	51.2508	48.3049	71.9201	47.2217	56.5470	64.0098
TP53I3	52.0292	53.8685	50.2086	50.8282	47.6032	60.0320	72.2760	67.2481	65.3812
TP53INP1	5.2067	3.0658	4.1191	5.1315	5.2389	3.8041	3.7983	4.5084	4.7050
TP53INP2	6.0291	5.1951	5.5833	4.5048	4.8137	2.6932	4.2956	4.3804	3.5646
TP53RK	12.5880	11.9124	13.4659	13.6906	13.0283	11.9493	12.2780	14.2253	13.3260
TP53TG1	16.2993	18.3523	18.5905	11.7523	10.1611	14.7127	13.1778	13.5099	12.9225
TP53TG3	2.2222	1.4909	1.5165	1.2591	1.2278	1.2018	1.3722	0.7906	1.3063
TP53TG3B	2.2222	1.4909	1.5165	1.2591	1.2278	1.2018	1.3722	0.7906	1.3063
TP53TG3C	0.0000	0.5467	0.2207	0.6296	0.3423	0.1524	0.6406	1.6811	0.5316
TP53TG3D	1.7954	1.3572	1.3525	1.2681	0.9455	0.7407	1.0483	1.3703	1.0532
TP53TG3HP	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TP53TG5	0.0000	0.0696	0.0738	0.0949	0.1436	0.1002	0.0586	0.0633	0.1505
TP63	0.0000	0.0000	0.0000	0.0112	0.0170	0.0042	0.0000	0.0000	0.0090
TP73	0.0148	0.0391	0.0125	0.0115	0.0212	0.0351	0.0043	0.0067	0.0048
TP73-AS1	0.1326	0.0846	0.0580	0.1180	0.0825	0.0959	0.0791	0.1207	0.0298
TPBG	107.4050	130.1854	134.2112	99.5728	95.3976	79.3053	85.4288	109.5503	90.5860
TPBGL	0.0515	0.0143	0.0327	0.0105	0.0095	0.0070	0.0150	0.0491	0.0168
TPCN1	24.4339	22.2997	23.6407	20.2108	22.8276	12.2019	17.3217	17.2822	15.1544
TPCN2	2.4721	2.2391	2.3170	2.6696	2.9690	2.5530	3.2460	2.9605	2.8940
TPD52	13.2020	10.3681	13.1658	7.5390	8.3061	6.6449	10.2565	9.7102	8.6626
TPD52L1	1.4788	1.0056	1.1893	0.4671	0.4756	0.4925	0.5423	0.5542	0.4286
TPD52L2	171.0221	142.3507	154.2177	141.8374	138.3261	134.1469	139.3601	137.9284	143.7381
TPD52L3	0.0000	0.0000	0.0493	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TPGS1	69.6018	117.9600	101.5090	117.1340	101.3750	147.4100	114.0180	125.7460	118.1870
TPGS2	29.9529	26.0906	29.7474	21.1086	22.9340	17.9692	31.9074	25.1487	21.0103
TPH1	0.0415	0.0000	0.0176	0.0000	0.0000	0.0339	0.0121	0.0592	0.0000
TPH2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0148	0.0000
TPI1	527.1199	545.2772	558.0011	463.5777	451.6472	506.2003	688.9451	593.5209	518.4476
TPI1P2	1.1089	0.4917	0.6425	0.4057	0.4514	0.3624	0.6247	0.4749	0.3020
TPI1P3	0.2793	0.2306	0.3531	0.2830	0.3347	0.1889	0.2838	0.1310	0.1364
TPK1	3.3116	2.3129	3.0380	2.2712	2.3245	1.7613	2.7208	2.7305	2.4665
TPM1	337.3113	253.6615	285.7575	795.7818	771.6036	768.5862	763.4191	750.6184	814.9723
TPM2	292.3044	263.5533	245.8758	285.0143	252.3107	342.9624	488.5180	421.2603	319.4689
TPM3	274.1177	232.3671	278.4172	249.9213	263.5420	222.0902	307.1693	279.4682	258.6850
TPM3P9	3.9621	2.8084	3.1376	2.9542	3.2372	2.4831	3.9210	3.8125	3.1879
TPM4	325.0506	236.0398	293.0993	325.7498	352.9360	285.7751	422.5333	420.5277	348.8973
TPMT	10.5821	9.4272	11.5269	8.6612	9.8230	7.8204	8.9939	9.3933	9.6635
TPO	0.5235	0.6299	0.6715	0.6081	0.6766	0.5603	0.4913	0.6370	0.6651
TPP1	43.0094	35.8047	40.5877	34.4921	39.4386	22.3088	24.9865	28.7410	27.3527
TPP2	27.4184	17.6363	25.3410	20.4737	22.0083	12.2588	20.6672	20.9025	17.3376
TPPP	4.2021	2.7938	3.3637	2.8540	2.9935	2.2668	2.6304	3.3909	2.6434
TPPP2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TPPP3	2.4915	1.8549	1.7202	2.3099	2.1023	2.1859	1.0665	1.0373	1.6866
TPR	11.0989	5.3952	8.5783	8.5166	7.9676	6.1278	10.4598	11.3374	7.5863
TPRA1	115.5426	143.1655	137.7693	164.9116	160.1637	156.0746	126.2068	122.5634	156.2090
TPRG1	0.1745	0.1719	0.2496	0.1418	0.1649	0.1109	0.1695	0.1291	0.0570
TPRG1-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0367	0.0392	0.0642	0.0000
TPRG1-AS2	0.2394	0.2653	0.3643	0.6811	1.0626	0.3912	0.1395	0.3418	0.1564
TPRG1L	23.6973	20.7228	21.3606	26.6730	24.3857	21.2279	15.8915	16.3983	22.0547
TPRKB	94.0708	87.5143	95.6831	93.2108	90.4817	71.7060	88.6398	80.9859	89.0463
TPRN	15.4087	29.2764	22.7724	31.1697	31.2691	33.5069	26.3358	40.3057	30.4831
TPRX1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TPRXL	0.0325	0.0000	0.0138	0.0000	0.0120	0.0266	0.0284	0.0155	0.0319
TPSAB1	0.0674	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TPSB2	0.0000	0.0000	0.0294	0.0282	0.0257	0.0000	0.0000	0.0000	0.0227
TPSD1	0.0000	0.0000	0.0865	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TPSG1	0.0000	0.0000	0.0627	0.0301	0.0000	0.0000	0.0000	0.0352	0.0000
TPST1	34.4237	25.7704	27.9268	35.4377	33.8991	26.3105	47.0381	41.6641	34.3445
TPST2	28.1577	36.7452	36.9479	61.2311	55.5241	51.4906	54.2265	56.0218	55.5525
TPT1	979.0275	889.6824	973.5751	929.7190	905.5749	797.6653	714.9064	700.6662	889.2648
TPT1-AS1	2.8451	2.1500	3.4066	2.8348	2.3603	2.0752	1.8522	1.8646	2.8691
TPTE	1.0166	0.5260	0.8310	0.6715	0.4449	0.3844	0.5785	0.5001	0.5067
TPTE2	0.2996	0.2239	0.1690	0.0751	0.0608	0.2019	0.2149	0.1049	0.1459
TPTE2P1	0.3966	0.1666	0.2708	0.3264	0.2490	0.2383	0.2998	0.2641	0.2551
TPTE2P3	0.0000	0.0154	0.0470	0.0113	0.0103	0.0171	0.0172	0.0793	0.0363
TPTE2P5	0.3506	0.2714	0.3374	0.1906	0.2371	0.1521	0.2294	0.1096	0.1504
TPTE2P6	0.6452	0.6093	0.8913	0.5319	0.5104	0.5939	0.3109	0.4091	0.4599
TPTEP1	0.2787	0.2304	0.2668	0.1475	0.1606	0.1247	0.0779	0.2107	0.0758
TPX2	54.2224	43.8126	51.5436	30.8786	39.7737	27.1135	92.0367	72.5012	42.0519
TRA2A	26.6778	19.8559	22.1582	19.8010	18.4461	15.8076	16.5189	19.7273	20.3512
TRA2B	69.6315	51.0694	62.2229	61.8211	60.1139	50.3079	68.0021	63.0019	59.7342
TRABD	67.6333	94.1968	86.0255	103.3616	98.6710	115.2500	96.0360	112.6162	110.0661
TRABD2A	11.3105	9.3265	10.1457	6.8034	6.3867	6.8712	9.1533	7.5674	7.3851
TRABD2B	0.5693	0.6797	0.6359	0.4986	0.5191	0.3822	0.3890	0.4624	0.4616
TRADD	21.6318	25.7356	28.4088	32.8287	28.3123	41.6929	34.6272	35.4039	36.7425
TRAF1	39.5247	37.6803	41.8372	73.0768	78.4612	56.6185	60.9719	73.7217	68.4384
TRAF2	13.3559	14.2811	13.9474	16.2572	17.2539	18.8629	21.1727	24.4687	17.0800
TRAF3	29.4849	26.6885	31.7842	32.2876	33.2095	23.9190	28.8037	30.6324	29.5333
TRAF3IP1	10.0727	5.2091	6.5194	6.3622	6.4085	5.6915	5.9523	5.9162	5.2920
TRAF3IP2	11.2317	10.4605	12.3757	7.7425	7.8003	5.9052	7.7710	7.4474	6.7330
TRAF3IP2-AS1	5.0870	4.2730	5.4361	5.7447	5.5101	4.9264	6.8337	5.9410	5.6075
TRAF3IP3	0.0000	0.0448	0.0000	0.0000	0.0148	0.0672	0.0468	0.0807	0.0000
TRAF4	46.6262	62.6445	57.0254	72.4792	68.3767	66.7722	62.4989	59.1706	74.0456
TRAF5	3.1726	1.9621	1.9454	2.4051	2.3498	1.4948	2.3264	2.3139	2.1337
TRAF6	2.7314	1.7736	2.7975	2.2815	2.5427	1.5862	2.0810	2.2979	2.0654
TRAF7	87.2038	102.3390	94.5899	99.7509	109.1140	93.9424	95.4168	103.4060	96.5818
TRAFD1	12.4242	9.9817	10.9500	11.3545	11.9888	9.8038	12.2044	12.8791	11.2383
TRAIP	8.6690	9.0564	8.9748	8.4494	9.6191	8.9332	16.7321	13.0215	11.5055
TRAK1	14.7530	9.9265	11.8277	12.2662	12.7317	7.9501	12.9767	12.2462	10.4481
TRAK2	7.9136	5.3822	8.1778	6.8497	7.7426	4.2468	7.4313	7.4302	6.0620
TRAM1	44.0524	35.5954	49.4980	52.0278	54.4043	32.8381	47.6761	46.8764	46.6224
TRAM1L1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0214	0.0000	0.0000
TRAM2	17.9907	13.9817	18.9442	11.2450	12.4759	7.5267	14.8903	14.0079	11.1217
TRAM2-AS1	5.1877	3.5744	4.3672	2.6148	2.6276	2.7822	3.8880	3.4977	3.2572
TRANK1	0.7235	0.5670	0.9191	1.0755	1.2223	0.7988	0.8263	1.0421	0.9793
TRAP1	158.9801	187.2313	178.9418	174.6955	185.7059	167.1478	194.7960	182.6130	175.7217
TRAPPC1	253.1797	263.8273	232.9918	229.2208	232.2620	238.0960	267.4886	257.3271	244.2564
TRAPPC10	18.4378	13.0626	17.0278	23.8314	24.7950	14.1415	19.0491	20.6043	18.6450
TRAPPC11	10.8676	8.1106	11.8370	11.1666	11.5221	6.6653	9.5665	10.4619	9.0909
TRAPPC12	52.6785	92.3666	79.4216	72.4162	74.0652	67.2944	57.1566	79.0666	84.1816
TRAPPC13	9.2647	7.6267	9.4470	8.9443	8.8438	7.0997	9.5880	9.4608	9.3917
TRAPPC2	6.7262	4.9097	5.2955	4.9567	5.1547	4.5952	5.2708	4.5010	5.2556
TRAPPC2B	22.8153	16.8365	22.4809	22.1436	22.1851	24.2781	25.0959	23.8917	23.2412
TRAPPC2L	15.2825	17.7782	17.4051	15.6517	16.4618	18.3139	17.1624	16.1707	16.5706
TRAPPC3	83.2326	71.2400	76.3599	81.9242	80.9236	69.4951	85.7523	77.0475	80.9579
TRAPPC3L	0.0000	0.0000	0.0000	0.0599	0.0000	0.0000	0.0000	0.0351	0.0000
TRAPPC4	71.5059	75.2122	73.6758	83.7178	80.2984	87.6845	84.7884	87.0466	85.1895
TRAPPC5	146.5760	180.1208	165.8632	165.0694	156.1662	186.9708	169.3296	143.8108	174.0652
TRAPPC6A	97.0802	124.6736	109.9120	98.2863	95.2025	101.9806	69.2998	80.4717	93.0713
TRAPPC6B	24.1676	15.8208	22.5287	18.6923	17.5760	14.3062	16.9220	18.5439	18.8352
TRAPPC8	7.7389	4.8152	7.6979	6.8436	7.0843	3.6031	6.7274	6.8591	5.6230
TRAPPC9	12.8679	14.2973	15.4555	13.0484	15.0343	11.2710	11.6411	13.2028	12.8328
TRAT1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRDMT1	2.2539	1.7154	2.6109	1.9836	2.0679	1.4265	2.5596	2.4307	1.9247
TRDN	0.0000	0.0000	0.0173	0.0331	0.0054	0.0222	0.0000	0.0070	0.0266
TREH	0.0000	0.0000	0.0182	0.0000	0.0000	0.0000	0.0751	0.0000	0.0281
TREM1	3.8894	4.2117	4.9700	2.6726	3.4200	3.4840	3.5949	4.5624	4.0258
TREM2	2.1928	3.4278	2.7193	2.0688	1.3904	2.3247	2.4877	1.5651	1.9184
TREML1	0.1848	0.0460	0.0000	0.0000	0.0307	0.0168	0.0484	0.0586	0.1084
TREML2	0.1110	0.0512	0.1175	0.0376	0.0889	0.0504	0.1186	0.0440	0.0786
TREML3P	0.1429	0.0000	0.0303	0.0000	0.0000	0.0389	0.0625	0.0680	0.0233
TREML4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0098	0.0000	0.0000	0.0000
TREML5P	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRERF1	2.7964	2.0492	2.4980	1.1072	1.1803	0.7793	1.7466	1.6895	1.0169
TRERNA1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TREX1	10.1645	11.4301	10.5421	8.9365	9.9817	10.7931	15.4215	12.4613	10.8277
TREX2	0.5079	1.0200	1.1828	0.7998	0.5166	0.5705	0.6660	0.6645	0.6013
TRG-AS1	0.3137	0.3327	0.4235	0.4356	0.3264	0.3087	0.4363	0.4621	0.3574
TRH	0.0000	0.0000	0.0000	0.0000	0.0147	0.0000	0.0000	0.0189	0.0129
TRHDE	8.0848	6.5204	9.4638	6.2566	6.7604	4.9394	12.0452	12.3406	6.9845
TRHDE-AS1	2.8512	2.8720	3.5360	2.6181	2.5364	3.1056	5.7339	5.6366	3.0618
TRHR	0.0000	0.0000	0.0234	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIAP1	101.1360	85.9960	94.4586	106.0660	96.1533	98.7122	99.8105	89.8864	109.6990
TRIB1	20.7277	23.4567	26.5691	35.5218	45.6356	31.9279	32.3813	43.1407	32.4543
TRIB2	1.5490	0.9848	1.4193	0.4128	0.4884	0.2490	1.2284	0.7612	0.4313
TRIB3	419.3156	539.0165	556.3880	687.3573	678.4603	631.9091	565.0974	664.5057	699.1575
TRIL	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIM10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIM11	31.5281	53.9089	47.0339	54.6082	55.0526	55.2608	54.6591	66.8559	62.0836
TRIM13	7.5586	6.6658	7.4573	8.8885	8.1335	6.6930	8.2999	7.7933	7.2278
TRIM14	11.4834	11.2691	13.6698	10.4843	12.6132	7.9487	11.4746	11.7649	8.8800
TRIM15	0.0000	0.0000	0.0140	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIM16	23.7240	24.3861	26.8157	23.0919	24.1577	23.6169	24.5984	27.0402	24.9889
TRIM16L	22.6167	22.2702	21.4228	25.0510	23.1602	20.3647	19.8056	19.4478	22.5198
TRIM17	0.0423	0.0655	0.0650	0.0688	0.0670	0.0099	0.0247	0.0769	0.0237
TRIM2	5.5633	3.6981	5.1544	3.0002	3.2212	2.0139	2.2716	2.8199	2.6414
TRIM21	24.4125	22.3064	22.2499	31.5904	31.1730	28.4403	32.5801	32.2118	31.5267
TRIM22	15.7394	10.2357	13.5663	14.8561	14.9953	13.6246	16.3212	17.9235	17.5647
TRIM23	7.5352	5.5194	8.1123	8.3830	8.6608	6.3684	7.7983	8.4465	7.8873
TRIM24	8.9723	6.9900	9.5383	10.4471	11.3166	7.0520	13.0982	13.7706	9.0387
TRIM25	78.3656	57.4906	75.3002	60.7572	64.0691	43.0027	40.5886	51.4285	53.8953
TRIM26	15.9761	16.8892	18.5728	16.7710	18.4903	12.6285	17.9412	18.9350	15.5017
TRIM27	65.7791	60.8611	68.0973	67.6083	68.6205	53.3068	68.8372	66.0767	65.1169
TRIM28	422.2150	610.4800	609.6960	614.8550	648.5430	605.4660	706.4180	678.4750	614.8140
TRIM29	0.0000	0.0000	0.0101	0.0097	0.0088	0.0065	0.0139	0.0113	0.0000
TRIM3	5.7489	5.1477	5.2817	5.6644	5.9842	5.0711	7.8409	7.3580	6.4489
TRIM31	0.0000	0.0000	0.0000	0.0000	0.0000	0.0113	0.0000	0.0000	0.0000
TRIM31-AS1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIM32	14.2504	13.5534	15.2882	15.1751	16.2505	10.1808	15.5512	14.7501	12.6384
TRIM33	9.6942	7.3435	10.4543	10.4820	10.0447	6.4145	9.0440	8.8630	8.2257
TRIM34	2.2110	1.7978	2.5616	2.7308	1.6900	1.6093	2.5142	1.8079	1.9279
TRIM35	9.3255	10.0274	11.6591	8.8771	10.2963	8.5982	10.0502	10.6840	10.1577
TRIM36	2.3001	1.5171	2.1597	1.6731	1.7015	1.3028	2.1616	2.4348	1.8074
TRIM37	15.7458	10.1413	15.1472	12.8503	12.6040	7.8234	12.1776	12.2342	10.1855
TRIM38	10.8107	7.1854	7.9669	9.8490	9.0289	9.3906	11.4909	11.2033	10.4789
TRIM39	8.7889	7.3505	7.8803	7.8935	8.4365	6.9168	8.0268	9.5147	8.1590
TRIM39-RPP21	2.4915	1.0069	2.6012	1.7030	2.5377	2.6548	2.2236	2.6395	1.7648
TRIM4	21.2454	17.4438	20.7985	23.4623	22.1516	17.5975	19.6827	20.9752	19.2464
TRIM40	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIM41	11.6401	10.1952	9.7778	9.6031	10.7157	9.9783	15.2366	14.9188	11.0240
TRIM42	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIM43	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIM43B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIM44	56.8973	41.4485	55.8729	65.5267	64.9644	48.1323	48.2689	54.8102	56.7658
TRIM45	3.9306	2.7095	3.1056	3.3408	3.2067	2.7716	2.2767	2.7110	2.9660
TRIM46	1.5984	1.6441	1.2581	1.5164	1.7483	1.4731	1.7652	1.7465	1.6839
TRIM47	19.6501	23.3394	22.6653	22.4525	21.0830	20.0080	18.5808	22.4092	21.8953
TRIM48	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIM49	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIM49B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TRIM49C	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
